STATIONCODE,LOCATION,STATE,MONTH,Temp,D.O._(mg/l),PH,CONDUCTIVITY_(µmhos/cm),TURBIDITY_(FNU),COLOR_(mgPt/L),ALKALINITY_(mmol/L),B.O.D._(mg/l),NITRATE,FECAL_COLIFORM_(MPN/100ml),Int_(cfu/100ml),CIPerf_(cfu/100_ml),TERMOTOL_COLIFORM_(cfu/100_ml),TOTAL_COLIFORM_(MPN/100ml)Mean,year
1427,BRUSDALSVATNET,,SEP,24,7.7,7.1,205,0.92,7,7.5,7,0.84,303,0.83,<1,<1,461,2012
2050,BRUSDALSVATNET,ALESUND,OCT,23.4,8.1,7.1,267,0.89,7,7.8,1,0.11,2,1.07,<1,<1,12,2012
2051,BRUSDALSVATNET,ALESUND,OCT,23.4,8,7,278,0.88,7,8.1,1.1,0.11,3,0.78,<1,<1,18,2012
2052,BRUSDALSVATNET,ALESUND,NOV,23.2,6.9,7.2,268,0.89,7,8.3,1.1,0.11,6,0.82,<1,<1,37,2012
2053,BRUSDALSVATNET,ALESUND,NOV,23.3,6.8,7.1,286,1.09,13,7.6,1.3,0.11,8,0.84,<1,<1,29,2012
1403,BRUSDALSVATNET,ALESUND,NOV,28.4,6.6,7.8,149,0.88,13,7.7,1.8,0,209,0.72,<1,<1,340,2012
1404,BRUSDALSVATNET,ALESUND,DEC,28.6,6.3,8,164,0.94,13,7.7,3.4,0.3,380,0.67,<1,<1,528,2012
1726,BRUSDALSVATNET,ALESUND,DEC,28.5,6.6,7.9,196,0.98,18,7.7,4.4,0.8,425,0.82,<1,<1,648,2012
2459,MARIDASVANNET,OSLO,JAN,29.9,5.6,7.5,15608,0.88,18,7.8,25,18.73,5,0.93,<1,<1,5,2011
2460,MARIDASVANNET,OSLO,FEB,29.9,3.7,7.5,39503,0.96,18,7.7,13.5,25.71,0,0.72,<1,<1,0,2011
2461,MARIDASVANNET,OSLO,MAR,29.8,4.7,7.6,46170,0.95,22,7.6,21.5,19.69,0,0.13,<1,<1,0,2011
2462,MARIDASVANNET,OSLO,APR,30.2,5.8,7.8,378,0.98,28,7.8,0,2.61,0,0.95,<1,<1,0,2011
2463,MARIDASVANNET,OSLO,MAY,29.7,6.6,7.7,489,0.93,7,7.8,0,2.66,350,0.77,<1,<1,350,2011
2464,MARIDASVANNET,OSLO,JUN,30.1,6.6,7.4,492,0.96,7,7.1,0,3.6,0,0.74,<1,<1,0,2011
2465,MARIDASVANNET,OSLO,JUL,30.3,6.2,7.8,359,1.03,3,7.1,0,3.67,4,,<1,<1,0,2011
2466,MARIDASVANNET,OSLO,AUG,29.8,5.8,7.7,8757,0.89,6,7.4,0,10.45,4,0.83,<1,<1,4,2011
1860,MARIDASVANNET,OSLO,SEP,26,5.1,8.1,533,0.84,6,7.5,3.7,0.45,3900,0.9,<1,<1,7500,2011
1861,MARIDASVANNET,OSLO,OCT,27,7.1,8,555,0.82,6,7.2,2,0.35,7500,0.83,<1,<1,15000,2011
1862,MARIDASVANNET,OSLO,NOV,27,6.8,8.2,26600,0.84,5,6.9,3.1,0.62,9000,0.65,<1,<1,23000,2011
1865,MARIDASVANNET,OSLO,NOV,29.3,8.1,7.6,938,0.93,5,7.8,8.6,0.4,22,0.64,<1,<1,108,2011
1148,MARIDASVANNET,OSLO,DEC,28.4,6.2,7.8,7778,0.85,5,8,2.7,0.26,2880,0.63,<1,<1,6581,2011
1434,MARIDASVANNET,OSLO,DEC,32,0,7.2,1440,0.81,3,8,46,0.2,80,0.68,<1,<1,330,2011
1438,,OSLO,JAN,28.3,3.2,7.7,885,0.88,3,7.7,6.3,0.51,3900,0.66,<1,<1,9575,2011
1399,SKJAERSJOELVA,OSLO,FEB,29.3,6.6,6.5,58,0.83,3,7.9,1.8,0.87,0,0.69,<1,<1,53,2011
1475,SKJAERSJOELVA,OSLO,MAR,28.8,6.6,6.6,145,0.92,5,8,1.5,0.65,4,0.67,<1,<1,98,2011
1400,SKJAERSJOELVA,OSLO,APR,29,6.3,6.6,55,0.83,6,7.8,1.8,0.36,8,0.77,<1,<1,140,2011
1476,SKJAERSJOELVA,OSLO,MAY,28.8,6.4,6.4,188,0.9,18,8.5,2,0.44,15,0.61,<1,<1,153,2011
1543,SKJAERSJOELVA,OSLO,JUN,27.3,6.9,6.2,61,0.9,11,8.3,1.7,1.07,7,0.16,<1,<1,117,2011
1548,SKJAERSJOELVA,OSLO,JUL,28.3,7.2,6.1,62,0.85,9,7.8,2.6,0.92,8,0.79,<1,<1,123,2011
2276,SKJAERSJOELVA,OSLO,AUG,29,6.9,6.6,154,0.88,16,8.5,1.9,0.83,17,0.65,<1,<1,173,2011
2275,SKJAERSJOELVA,OSLO,SEP,27.6,7,6.3,742,0.95,3,8.2,1.6,0.42,8,0.66,<1,<1,139,2011
1546,SKJAERSJOELVA,OSLO,OCT,28.8,7.6,6.2,62,0.96,5,7.3,1.1,0.38,12,0.63,<1,<1,160,2011
2270,SKJAERSJOELVA,OSLO,NOV,28.3,7.1,6.2,69,1.02,5,8.3,1.4,0.56,7,0.12,<1,<1,141,2011
2272,DAUSJOELVA,OSLO,DEC,27.8,6.8,6,93,0.9,9,8,1.9,0.75,9,0.6,<1,<1,136,2011
1545,DAUSJOELVA,OSLO,JAN,28.5,7.1,6.2,89,0.88,9,7.2,1.4,0.68,6,0.39,<1,<1,119,2011
2274,DAUSJOELVA,OSLO,JAN,28.1,6.3,6.2,110,0.93,9,6.6,1.5,0.59,8,0.14,<1,<1,157,2011
2271,DAUSJOELVA,OSLO,JAN,29,6.2,7,77,0.99,9,6.7,1.8,0.46,11,1.05,<1,<1,173,2011
2273,DAUSJOELVA,OSLO,FEB,29.5,6.2,6.8,67,0.81,12,6.1,1.7,0.61,8,0.88,<1,<1,145,2011
1547,DAUSJOELVA,OSLO,FEB,30.2,6.9,6.5,62,1.1,12,5.4,1.4,0.6,10,0.64,<1,<1,107,2011
1544,DAUSJOELVA,OSLO,FEB,28.3,6.7,6.2,62,0.87,12,5.8,0.9,0.57,8,0.69,<1,<1,187,2011
2651,DAUSJOELVA,OSLO,MAR,28.7,6.8,7.9,119,0.84,15,0,3.5,0.58,286,0.66,<1,<1,517,2011
1461,DAUSJOELVA,OSLO,MAR,26,7,7.7,88,0.8,7,7,3.2,0.13,8,0.62,<1,<1,17,2011
2653,DAUSJOELVA,OSLO,MAR,0,6.9,7.3,70,0.78,7,4.8,3.4,0.19,0,0.81,<1,<1,0,2011
2654,DAUSJOELVA,OSLO,MAR,0,7.4,7.2,77,0.79,7,4.9,3,0.23,0,0.76,<1,<1,0,2011
1092,DAUSJOELVA,OSLO,APR,24,7,7.4,3113,0.93,7,6.4,4,2.16,95,0.59,<1,<1,350,2011
2670,DAUSJOELVA,OSLO,APR,32.1,5.5,8.1,363,0.8,6,6.9,8.4,2.15,16,0.66,<1,<1,69,2011
1152,DAUSJOELVA,OSLO,APR,30.3,6.9,7.5,86,1,6,7.1,3.6,0.4,316,0.69,<1,<1,582,2011
2198,DAUSJOELVA,OSLO,APR,30.1,6.4,7.4,621,0.91,6,7.6,37.8,1.79,413,0.62,<1,<1,728,2011
2671,DAUSJOELVA,OSLO,MAY,28.8,5.2,7.9,42354,0.93,10,6.9,9.5,1.1,126,0.8,<1,<1,253,2011
2672,DAUSJOELVA,OSLO,MAY,28.7,6.9,7.4,73,1.04,10,7,3.5,0.27,482,0.65,<1,<1,659,2011
2168,DAUSJOELVA,OSLO,JUN,29,3.4,7.4,17842,0.9,10,7.2,31.5,3.32,1767,0.65,<1,<1,1767,2011
2676,DAUSJOELVA,OSLO,JUN,28.5,7.4,8.1,254,0.98,10,3.1,2.2,0.15,3,0.66,<1,<1,75,2011
1151,DAUSJOELVA,OSLO,JUL,27.7,6.7,7.4,125,0.82,,7,3.7,0.4,514,0.62,<1,<1,820,2011
1462,DAUSJOELVA,OSLO,JUL,28.6,6.6,7.5,129,0.9,,7.1,3.9,0.4,129,0.89,<1,<1,381,2011
2685,DAUSJOELVA,OSLO,AUG,27.1,6.1,7.3,515,0.88,11,7.1,5.1,2.02,82,0.96,<1,<1,212,2011
2686,DAUSJOELVA,OSLO,AUG,27.1,6.6,7.4,122,0.9,11,7.1,3.6,0.46,172,0.83,<1,<1,361,2011
2687,DAUSJOELVA,OSLO,SEP,27,6.5,7.3,131,0.91,11,,3.8,0.79,108,,<1,<1,261,2011
2688,DAUSJOELVA,OSLO,SEP,26.8,6.7,7.3,130,1.03,11,,3.4,0.57,133,0.9,<1,<1,318,2011
2689,DAUSJOELVA,OSLO,OCT,26.8,6.6,7.4,95,0.99,8,,3.7,0.53,147,0.83,<1,<1,217,2011
2696,DAUSJOELVA,OSLO,NOV,26.4,6.8,7.7,143,1.11,8,,3.6,0.43,38,0.87,<1,<1,109,2011
2199,DAUSJOELVA,OSLO,NOV,22.1,6.3,7.5,10825,0.86,8,,2.9,1.93,5,0.85,<1,<1,101,2011
2701,DAUSJOELVA,OSLO,DEC,22.3,7.1,7.4,185,1.04,,,2.2,0.63,4,0.75,<1,<1,80,2011
2702,SVARTEDIKET,BERGEN,JAN,22,6.7,7.5,1439,0.95,13,,2.5,1.47,4,0.33,<1,<1,113,2011
2703,SVARTEDIKET,BERGEN,JAN,22,6.6,7.5,185,0.94,13,,2.4,0.3,6,0.34,<1,<1,113,2011
2704,SVARTEDIKET,BERGEN,JAN,22,6.7,7.8,3521,1.04,13,,2.4,1.02,3,0.83,<1,<1,90,2011
2706,SVARTEDIKET,BERGEN,FEB,28.2,7.1,7.7,193,0.88,15,,3.1,0.53,41,0.76,<1,<1,92,2011
2707,SVARTEDIKET,BERGEN,FEB,28.2,7.1,7.9,175,0.88,15,2.9,3.1,0.47,31,0.81,<1,<1,86,2011
2708,SVARTEDIKET,BERGEN,FEB,28.3,7.1,7.8,174,0.94,15,4.5,3.3,0.44,33,0.85,<1,<1,83,2011
2709,SVARTEDIKET,BERGEN,MAR,0,7.2,7.5,308,1.04,15,3,4,0.15,0,0.84,<1,<1,0,2011
1093,SVARTEDIKET,BERGEN,MAR,26.3,6.4,7.7,153,1.01,15,3,3.6,0.77,504,0.96,<1,<1,592,2011
1094,SVARTEDIKET,BERGEN,MAR,26.1,7,7.7,111,0.94,15,3.1,3.4,0.42,179,0.82,<1,<1,359,2011
2162,SVARTEDIKET,BERGEN,APR,26,6.6,7.6,209,0.91,12,0.8,3.4,0.68,97,0.79,<1,<1,243,2011
2712,SVARTEDIKET,BERGEN,APR,0,7.5,8.2,296,0.93,12,7.1,3.5,0.14,0,0.73,<1,<1,0,2011
2164,SVARTEDIKET,BERGEN,APR,27.6,6.9,7.5,119,0.92,12,5.9,2.2,0.42,2,0.86,<1,<1,71,2011
2713,SVARTEDIKET,BERGEN,MAY,27.6,6.8,7.7,116,0.94,12,5.1,2.3,1.33,3,0.81,<1,<1,74,2011
2714,SVARTEDIKET,BERGEN,MAY,27.3,7,7.7,118,0.94,12,6.7,2.1,0.5,3,0.82,<1,<1,64,2011
17,SVARTEDIKET,BERGEN,MAY,27.4,5.2,6.6,453,0.99,5,5.8,1.5,0.38,644,0.91,<1,<1,4613,2011
18,SVARTEDIKET,BERGEN,JUN,27.3,7.2,6.8,35,0.99,5,6.4,1.1,0.24,513,0.57,<1,<1,3483,2011
20,SVARTEDIKET,BERGEN,JUN,26,7,7.1,62,0.97,5,6.6,0.5,0.44,385,0.85,<1,<1,617,2011
21,SVARTEDIKET,BERGEN,JUN,26.2,7,7.1,5228,0.91,5,5.4,0.6,0.34,240,0.15,<1,<1,455,2011
42,SVARTEDIKET,BERGEN,JUL,27.5,7.2,7,51,0.88,8,6.7,0.6,0.26,285,0.14,<1,<1,522,2011
43,SVARTEDIKET,BERGEN,JUL,28.1,6.7,6.9,62,0.94,8,6.5,1.2,0.46,385,0.82,<1,<1,2193,2011
1154,SVARTEDIKET,BERGEN,JUL,28.2,6.5,6.5,118,0.96,8,7,1.1,0.52,610,0.82,<1,<1,3080,2011
1155,SVARTEDIKET,BERGEN,JUL,27.6,0.6,7,1787,1.02,8,5.1,14.1,1.49,8542,0.82,<1,<1,17500,2011
1156,SVARTEDIKET,BERGEN,AUG,28,6.6,6.8,49,0.97,7,6.7,0.9,0.56,448,0.13,<1,<1,913,2011
1207,SVARTEDIKET,BERGEN,AUG,24.3,6.8,7.3,67,0.97,7,5.8,0.6,0.4,598,0.98,<1,<1,935,2011
1208,SVARTEDIKET,BERGEN,AUG,25.8,7.3,7.4,104,0.9,7,6.4,0.6,0.44,245,0.94,<1,<1,430,2011
1338,SVARTEDIKET,BERGEN,AUG,27.8,6.5,6.7,39,1.02,7,6.6,1.2,0.26,562,0.83,<1,<1,4823,2011
1339,SVARTEDIKET,BERGEN,SEP,26.3,7.2,6.5,45,0.91,13,5.4,0.9,0.46,1225,0.85,<1,<1,1825,2011
1340,SVARTEDIKET,BERGEN,SEP,28.5,7.4,6.9,65,0.84,13,6.7,0.9,0.56,575,0.75,<1,<1,1455,2011
1341,SVARTEDIKET,BERGEN,SEP,29.3,6.5,6.5,60,0.81,13,6.4,1,1.62,420,0.83,<1,<1,900,2011
1342,SVARTEDIKET,BERGEN,SEP,27.6,6.6,6.9,57,0.98,18,7.82,0.9,0.37,319,0.72,<1,<1,650,2011
1384,SVARTEDIKET,BERGEN,SEP,28.1,7.1,7,84,0.89,18,7.3,1,0.66,985,0.92,<1,<1,1485,2011
1442,SVARTEDIKET,BERGEN,OCT,27.8,7.5,6.8,56,0.83,18,7.5,1.3,0.6,178,0.77,<1,<1,540,2011
1443,SVARTEDIKET,BERGEN,OCT,28.1,5.4,6.7,100,0.96,22,7.4,0.9,0.42,463,0.91,<1,<1,810,2011
1563,SVARTEDIKET,BERGEN,OCT,26.6,7,6.9,66,1,28,7.8,0.7,0.45,465,0.82,<1,<1,900,2011
1564,SVARTEDIKET,BERGEN,OCT,27.8,7.1,6.9,75,0.81,7,7.4,0.6,0.73,300,0.86,<1,<1,583,2011
1565,SVARTEDIKET,BERGEN,OCT,29.3,6.5,6.7,70,0.8,7,7.1,0.9,1.25,370,1.06,<1,<1,800,2011
1566,SVARTEDIKET,BERGEN,NOV,28,6.7,6.6,102,0.92,7,7.1,0.8,0.12,295,0.66,<1,<1,900,2011
1567,SVARTEDIKET,BERGEN,NOV,23.8,7.1,6.8,27,0.98,,7.4,0.6,0.22,86,0.63,<1,<1,198,2011
1568,SVARTEDIKET,BERGEN,NOV,26.3,6.9,7.1,46,0.97,,7.5,0.5,0.33,225,0.6,<1,<1,373,2011
1569,SVARTEDIKET,BERGEN,NOV,27.9,6.7,6.8,8291,0.89,,7.2,1,0.53,108,0.76,<1,<1,250,2011
1570,SVARTEDIKET,BERGEN,NOV,28.4,6.2,7,12342,1,,6.9,1.4,0.27,670,0.7,<1,<1,1600,2011
1571,SVARTEDIKET,BERGEN,DEC,27.1,7.5,7.3,53,0.99,17,7.8,0.8,0.31,1253,0.86,<1,<1,2225,2011
1572,SVARTEDIKET,BERGEN,DEC,28.5,7.6,7.3,62,1.04,17,8,1,0.63,1175,0.9,<1,<1,2180,2011
1573,SVARTEDIKET,BERGEN,DEC,28.1,2.2,6.4,625,0.87,8,8,2.3,1.29,1125,0.85,<1,<1,6505,2011
2284,SVARTEDIKET,BERGEN,DEC,26.4,7.4,6.7,55,0.95,16,7.7,0.7,0.51,281,0.13,<1,<1,1088,2011
2285,SVARTEDIKET,BERGEN,DEC,27.1,7,6.8,103,0.95,16,7.9,0.7,0.43,225,1.06,<1,<1,640,2011
2286,SVARTEDIKET,BERGEN,DEC,26.9,5.3,6.9,109,1,13,8,1.3,0.66,305,0.79,<1,<1,685,2011
2287,SVARTEDIKET,BERGEN,DEC,28.6,6.3,7,1392,0.77,13,7.8,0.7,0.85,230,0.4,<1,<1,535,2011
2288,OYEREN,STROMMEN,JAN,27.9,6.7,7,71,0.95,13,8.5,0.5,0.29,208,0.68,<1,<1,433,2011
2289,OYEREN,STROMMEN,JAN,28.4,6,6.4,57,0.89,7,8.3,1.4,0.61,193,0.76,<1,<1,303,2011
2290,OYEREN,STROMMEN,FEB,29,4.2,6.6,93,0.76,8,7.8,1.7,0.56,253,0.73,<1,<1,385,2011
2291,OYEREN,STROMMEN,FEB,28.8,5.1,6.7,88,1,8,8.5,1.9,0.63,405,0.1,<1,<1,713,2011
2292,OYEREN,STROMMEN,MAR,27.8,5.3,6.4,4912,0.82,8,8.2,1.1,0.11,345,0.79,<1,<1,788,2011
2293,OYEREN,STROMMEN,MAR,28.5,6.9,7,84,0.83,8,7.3,0.9,0.08,300,0.7,<1,<1,803,2011
2294,OYEREN,,MAR,26,2.8,7.4,18256,0.84,12,8.3,1.6,0.47,1050,0.82,<1,<1,2300,2011
2295,OYEREN,,APR,26.5,5.3,7.2,9753,0.87,12,8,0.9,0.26,1600,0.76,<1,<1,2650,2011
2296,OYEREN,STROMMEN,APR,28.4,6.5,5.8,67,0.78,12,7,0.4,0.54,123,0.82,<1,<1,520,2011
2297,OYEREN,STROMMEN,APR,28.1,6.9,6.1,86,0.82,9,7.2,0.6,0.49,73,0.8,<1,<1,183,2011
2298,OYEREN,,MAY,26.8,7,6.6,59,0.8,9,6.9,0.8,0.42,123,0.78,<1,<1,418,2011
2299,OYEREN,,MAY,28.6,5.6,6.4,7904,0.75,9,6.4,1,0.4,165,0.8,<1,<1,278,2011
2300,OYEREN,STROMMEN,MAY,28.1,6.8,6,55,1.01,9,7.6,0.5,0.25,590,0.77,<1,<1,910,2011
2301,OYEREN,STROMMEN,JUN,29,6,5.9,105,0.94,9,6.9,1,0.63,73,0.82,<1,<1,195,2011
2302,OYEREN,STROMMEN,JUN,28.8,6.3,7,2759,0.92,9,6.2,1.4,0.22,963,0.82,<1,<1,1400,2011
1448,OYEREN,STROMMEN,JUL,28,6.5,7.6,312,0.97,9,5.5,1.1,2.41,3,0.74,<1,<1,354,2011
2352,OYEREN,,JUL,27.4,6.4,7.7,203,0.98,22,4.8,1.1,3.34,3,0.77,<1,<1,357,2011
1444,OYEREN,STROMMEN,JUL,28.8,7.3,7.3,308,1.03,22,4.1,4.2,2.43,116,0.85,<1,<1,185,2011
1456,OYEREN,STROMMEN,AUG,30.8,6.8,7.8,23761,1.01,19,5.4,1.9,0.67,145,0.78,<1,<1,460,2011
1642,OYEREN,STROMMEN,AUG,28,7.5,8.1,228,1.01,19,5.4,2.1,0.4,3390,0.74,<1,<1,5850,2011
1643,OYEREN,,SEP,27.3,7.7,8.1,243,1.04,19,5.6,1.6,0.71,1930,0.75,<1,<1,4450,2011
2422,OYEREN,STROMMEN,SEP,29,7.6,7.9,191,1.04,18,7.6,1.4,0.13,1188,0.48,<1,<1,1985,2011
2423,OYEREN,STROMMEN,OCT,24.5,7.5,7.9,237,0.97,18,7.8,1.8,0.45,1225,0.13,<1,<1,2425,2011
2424,OYEREN,STROMMEN,OCT,24.8,7.4,7.7,865,0.96,18,7.8,1.9,0.3,1300,0.79,<1,<1,2675,2011
2425,OYEREN,,NOV,25.3,6.7,6.9,132,0.91,18,7.8,1.2,0.32,953,0.78,<1,<1,1823,2011
2426,OYEREN,STROMMEN,NOV,26.8,7.1,7.9,211,0.97,,7.8,1.4,0.48,1065,0.88,<1,<1,2098,2011
2427,OYEREN,STROMMEN,DEC,29,6.7,7.9,182,1.03,22,7.8,1.1,0.24,735,0.76,<1,<1,1510,2011
2442,OYEREN,STROMMEN,DEC,29,7.4,8.8,434,0.96,22,7.8,2,0.05,0,1.46,<1,<1,0,2011
2443,SEVELLE,STROMMEN,JAN,28,6.4,8.3,565,1.03,2,7.8,2,0.05,0,0.12,<1,<1,0,2011
2444,SEVELLE,STROMMEN,JAN,28,6.9,8.8,238,1.01,24,7.8,4,0.05,0,0.87,<1,<1,0,2011
2445,SEVELLE,STROMMEN,JAN,28,6.3,6.6,425,0.88,12,7.35,0,0,0,0.89,<1,<1,0,2011
1159,SEVELLE,STROMMEN,FEB,24.8,7.4,7,75,0.93,8,7.52,1.6,0.05,78,0.82,<1,<1,118,2011
1160,SEVELLE,STROMMEN,FEB,27.2,7.2,6.8,70,0.95,8,7.42,1.8,0.09,78,0.79,<1,<1,148,2011
1161,SEVELLE,STROMMEN,FEB,27.3,6.6,7,119,0.96,8,7.46,2.5,0.33,233,0.77,<1,<1,374,2011
1162,SEVELLE,STROMMEN,MAR,28.4,6.9,7,236,1.03,8,7.13,1.9,0.25,83,0.73,<1,<1,157,2011
1328,SEVELLE,STROMMEN,MAR,26.8,7,6.9,73,0.99,8,6.5,1.7,0.4,87,0.8,<1,<1,144,2011
1329,SEVELLE,STROMMEN,MAR,25.2,7.2,6.9,75,0.94,8,7.03,1.5,0.2,83,0.76,<1,<1,128,2011
1330,SEVELLE,STROMMEN,APR,28.4,6.9,7.2,385,0.96,15,7.05,2.3,0.13,108,0.71,<1,<1,196,2011
1450,SEVELLE,STROMMEN,APR,28.2,6.4,7.6,860,1.08,15,7.38,3.3,0.4,253,0.81,<1,<1,379,2011
3026,SEVELLE,STROMMEN,APR,24,7.6,6.6,166,1,15,7.3,2,1.8,90,0.72,<1,<1,140,2011
3027,SEVELLE,STROMMEN,MAY,29,6.9,7.2,308,1.03,15,7.2,1.9,0.49,60,0.6,<1,<1,170,2011
3028,SEVELLE,STROMMEN,MAY,25,6.8,6.7,247,0.89,11,7,2.1,1.84,280,0.66,<1,<1,500,2011
3029,SEVELLE,STROMMEN,MAY,25,6.6,6.9,359,1.02,11,6.7,2.3,0.59,110,0.66,<1,<1,280,2011
1025,SEVELLE,STROMMEN,JUN,15,6.5,7.6,450,1.1,11,6.4,18,12,0,0.82,<1,<1,0,2011
1026,SEVELLE,STROMMEN,JUN,23.5,6.1,7.8,825,1.06,11,6.1,16,14,0,0.88,<1,<1,0,2011
1885,SEVELLE,STROMMEN,JUN,0,6.5,8.4,240,0.94,11,5.8,2.7,0.62,0,0.88,<1,<1,0,2011
1887,SEVELLE,STROMMEN,JUL,15,6.9,7.8,480,1.03,9,5.5,18,16,0,0.74,<1,<1,0,2011
1023,SEVELLE,STROMMEN,JUL,20.3,5.6,6.7,807,0.91,9,5.2,10.8,2,1825,0.84,<1,<1,7500,2011
1024,SEVELLE,STROMMEN,AUG,20,4.9,6.8,1097,1.01,9,4.9,26.5,4.8,14000,0.75,<1,<1,46250,2011
1295,SEVELLE,STROMMEN,AUG,20,4.9,6.6,834,1.02,9,4.6,13.1,2.6,2875,0.87,<1,<1,9500,2011
1473,SEVELLE,STROMMEN,AUG,19.8,5.2,6.7,1027,1.21,6,4.3,28,5.9,17500,0.8,<1,<1,57500,2011
1718,SEVELLE,STROMMEN,SEP,32.7,3.3,7.9,897,0.86,6,4,1.3,0.97,5,0.64,<1,<1,12,2011
1719,SEVELLE,STROMMEN,SEP,34.5,4.9,8,510,0.94,6,3.7,1.2,0.35,4,,<1,<1,8,2011
1703,SEVELLE,STROMMEN,SEP,19.8,5,6.9,1172,0.96,7,3.4,25.5,3.8,15500,0.8,<1,<1,48750,2011
1884,SEVELLE,STROMMEN,OCT,27,4.8,7.8,599,0.97,7,3.1,534.5,3.75,2200,0.31,<1,<1,5000,2011
1698,SEVELLE,STROMMEN,OCT,20.5,4.7,6.7,906,0.74,7,4.9,25.3,7.7,23500,0.82,<1,<1,47500,2011
1699,SEVELLE,STROMMEN,OCT,20.5,5.4,6.8,883,0.95,8,5.2,15.4,5.1,9500,0.63,<1,<1,21750,2011
1700,SEVELLE,STROMMEN,NOV,20.5,5.1,7.6,1069,0.93,8,3.3,26.5,6.6,20250,0.82,<1,<1,49250,2011
1701,SEVELLE,STROMMEN,NOV,21,4.2,7.6,1168,0.96,8,4.9,31.8,7.6,20000,0.77,<1,<1,46500,2011
1702,SEVELLE,STROMMEN,DEC,20.3,4.8,6.6,905,1.08,,6.5,15,3.3,6000,0.79,<1,<1,10500,2011
1704,SEVELLE,STROMMEN,DEC,20,4.5,6.6,1269,0.92,,8.1,30.3,4.1,21000,0.75,<1,<1,42750,2011
1705,BRUSDALSVATNET,ALESUND,JAN,20,4.7,6.7,1216,0.94,,9.7,26.8,3.7,13250,0.78,<1,<1,31500,2011
1717,BRUSDALSVATNET,ALESUND,JAN,21.3,5.2,7.3,465,1.06,17,11.3,0.9,0.59,4,0.71,<1,<1,9,2011
2624,BRUSDALSVATNET,ALESUND,FEB,22.1,7.8,8.2,410,1.09,11,12.9,1.2,0.1,16,0.69,<1,<1,32,2011
2625,BRUSDALSVATNET,ALESUND,FEB,22.33,6.7,8.12,396,1.04,7,8,1.53,0.15,10,0.69,<1,<1,29,2011
1871,BRUSDALSVATNET,ALESUND,MAR,21.5,8,8.1,403,1.15,17,7.4,0.8,0.1,12,0.64,<1,<1,25,2011
1424,BRUSDALSVATNET,ALESUND,MAR,24,4.88,7.94,149,1.06,17,7.4,2.65,0,0,0.73,<1,<1,165,2011
1457,BRUSDALSVATNET,ALESUND,APR,22,5.67,7.02,153,0.88,15,8,1.67,0,0,0.75,<1,<1,22,2011
1458,BRUSDALSVATNET,ALESUND,APR,24,6,6.9,300,0.89,15,8.3,2.23,0,0,0.73,<1,<1,91,2011
1624,BRUSDALSVATNET,ALESUND,MAY,23,6.15,7.45,234,0.99,15,7.8,2,0,0,0.62,<1,<1,222,2011
1625,BRUSDALSVATNET,ALESUND,MAY,23,2.7,7.35,357,0.92,15,7.5,8.45,0,0,0.92,<1,<1,636,2011
1626,BRUSDALSVATNET,ALESUND,JUN,24,2.98,7.52,422,0.96,22,8.1,5.53,0,0,0.75,<1,<1,531,2011
1627,BRUSDALSVATNET,ALESUND,JUN,24,5.48,7.42,180,0.89,25,7.1,2.08,0,0,0.7,<1,<1,136,2011
1628,BRUSDALSVATNET,ALESUND,JUL,23,5.13,7.46,162,0.9,25,6.1,2.23,0,0,0.89,<1,<1,211,2011
1427,BRUSDALSVATNET,ALESUND,JUL,25,7.85,7.13,254,1.07,14,5.1,6.68,3.35,345,0.13,<1,<1,488,2011
1428,BRUSDALSVATNET,ALESUND,AUG,24,6.58,6.5,655,0.88,14,5.3,5.93,4,40,0.69,<1,<1,60,2011
1631,BRUSDALSVATNET,ALESUND,AUG,20,7.58,7.03,191,0.9,14,5.4,2.08,2.65,2350,0.73,<1,<1,2900,2011
1632,BRUSDALSVATNET,ALESUND,SEP,24,8.23,7.05,137,0.91,11,5.5,1.4,3.2,243,0.11,<1,<1,323,2011
1633,BRUSDALSVATNET,ALESUND,SEP,25,8.23,7.38,143,0.99,11,5,1.55,3.55,255,0.72,<1,<1,360,2011
2050,BRUSDALSVATNET,ALESUND,OCT,22,6.6,7.3,210,0.93,11,5.8,1.3,0,8.5,,<1,<1,242,2011
2051,BRUSDALSVATNET,ALESUND,OCT,22,6.8,7.2,220,0.97,9,6,1.5,0,0,0.79,<1,<1,97,2011
2052,BRUSDALSVATNET,ALESUND,NOV,23,6.8,7,317,0.85,9,6.5,1.5,0,8,0.86,<1,<1,45,2011
2053,BRUSDALSVATNET,ALESUND,NOV,23,6.4,6.7,323,0.9,9,6.5,1.4,0,19,0.74,<1,<1,205,2011
1403,BRUSDALSVATNET,ALESUND,DEC,28,6.5,7.7,146,0.7,8,7.8,1.6,0,302,0.8,<1,<1,390,2011
1404,BRUSDALSVATNET,ALESUND,DEC,28,6.2,7.7,176,0.87,8,9.1,3.5,0.2,532,1.35,<1,<1,592,2011
1726,BRUSDALSVATNET,ALESUND,DEC,29,6.3,8,198,1.01,7,10.4,4.2,0.3,524,0.79,<1,<1,686,2011
1150,MARIDASVANNET,OSLO,JAN,28,7.3,7.4,332,0.86,7,11.7,0.7,0.3,6,0.85,<1,<1,12,2010
1246,MARIDASVANNET,OSLO,FEB,29,6.5,7.5,21417,0.88,7,13,16.4,0.4,15,0.63,<1,<1,37,2010
